Declination (REDO),REG2,REG1,WEG2,Partisan Bias,Mean-Median,EG
100,-0.661195962608122,-0.461393842507623,-0.032081007487738,0.166666666666666,-0.019129982121222,-0.296048121342682
100,-0.661195962608122,-0.461393842507623,-0.032081007487738,0.166666666666666,-0.025632483657049,-0.296048121342682
100,-0.661195962608122,-0.461393842507623,-0.032081007487738,0.166666666666666,-0.025252878249666,-0.123411454581805
100,-0.661195962608122,-0.461393842507623,-0.027291038431155,0,-0.025582736889203,-0.123411454581805
100,-0.661195962608122,-0.491369141217096,-0.022409750611234,-0.166666666666666,-0.018592199707574,-0.123411454581805
100,-0.323419377145791,-0.491369141217096,-0.022409750611234,0,-0.018916000553734,-0.123411454581805
100,-0.323419377145791,-0.465293084546194,-0.022409750611234,0.166666666666666,-0.018475915759373,-0.123411454581805
0.211704745420536,-0.323419377145791,-0.473701349764148,-0.194072182014024,0,-0.016576843395488,-0.123411454581805
0.215633490564605,-0.661195962608122,-0.480779101094686,-0.194072182014024,0,0.009823279893893,-0.123411454581805
0.207141375131403,-0.326319501105066,-0.480779101094686,-0.194072182014024,0.166666666666666,0.010208765614548,-0.123411454581805
0.196627787228145,-0.326319501105066,-0.480779101094686,-0.194072182014024,0.166666666666666,0.007532054301856,-0.123411454581805
0.196627787228145,-0.322837504533021,-0.480779101094686,-0.02936698467244,0.166666666666666,-0.011350793785679,-0.123411454581805
100,-0.322837504533021,-0.463065847691173,-0.02936698467244,0.166666666666666,-0.011324423664146,-0.123411454581805
100,-0.322837504533021,-0.46943564451972,-0.02936698467244,0.166666666666666,-0.011334944780795,-0.123411454581805
100,-0.322837504533021,-0.46943564451972,-0.02936698467244,0,-0.011282302543624,-0.123411454581805
100,-0.30669013171993,-0.469435644519721,-0.02936698467244,0,-0.00905928229238,-0.123411454581805
0.358632841494508,-0.30669013171993,-0.469435644519721,-0.029366984672439,0,0.021863104891832,-0.123411454581805
0.120237774216762,-0.30669013171993,-0.46943564451972,-0.029366984672439,0,0.021735828187662,-0.123411454581805
0.087697235199435,-0.329038812234112,-0.46943564451972,-0.026586869142671,0,-0.03378898629116,-0.123078205405492
0.142107112380075,-0.329038812234113,-0.46943564451972,-0.026586869142671,0,-0.029232637478517,-0.123078205405492
-0.134884755216608,-0.329038812234112,-0.46943564451972,-0.026586869142671,0.166666666666666,0.015602456809302,-0.123078205405492
-0.133615118775501,-0.318203344401624,-0.46943564451972,-0.026586869142671,0.166666666666666,-0.026125841314148,-0.121391485968654
-0.134571128791905,-0.304474109094917,-0.46943564451972,-0.026586869142671,0.166666666666666,-0.030587562014477,-0.126765558722335
-0.095924470216565,-0.304474109094917,-0.469435644519721,-0.026586869142671,0.166666666666666,-0.030584956481055,-0.127327406967099
-0.091816958761453,-0.304474109094917,-0.480190786241019,-0.017608373674999,0.166666666666666,-0.034705344334881,-0.127327406967099
-0.091816958761453,-0.304474109094917,-0.480190786241019,-0.017608373674999,0.166666666666666,-0.032063813808472,-0.127327406967099
-0.091816958761453,-0.328080318238203,-0.480190786241019,-0.017608373674999,0,-0.031760578278668,-0.127327406967099
-0.091816958761453,-0.328080318238203,-0.480190786241019,-0.194072182014024,-0.166666666666666,-0.026839589377309,-0.13174622132989
100,-0.328080318238203,-0.480190786241019,-0.027029709562021,-0.166666666666666,-0.027098305770216,-0.13174622132989
-0.125530859116617,-0.337755935263507,-0.480190786241019,-0.194072182014024,-0.166666666666666,-0.025836125433442,-0.13174622132989
-0.125530859116617,-0.337755935263506,-0.480190786241019,-0.194072182014024,-0.166666666666666,-0.028535902826706,-0.13174622132989
100,-0.337755935263507,-0.480190786241019,-0.194072182014024,0,0.004628516879313,-0.13174622132989
100,-0.337755935263507,-0.830597981304061,-0.194072182014024,0.166666666666666,0.00731514686312,-0.13174622132989
100,-0.337755935263507,-0.830597981304061,-0.194072182014024,0.166666666666666,0.001538606497902,-0.13174622132989
100,-0.337755935263507,-0.830597981304061,-0.025215231780339,0.166666666666666,-0.029290010026972,-0.13174622132989
0.393560928434615,-0.337755935263506,-0.830597981304061,-0.025215231780339,0.166666666666666,-0.030105288751645,-0.13174622132989
0.393560928434615,-0.337755935263506,-0.830597981304061,-0.025215231780339,0.166666666666666,-0.028113238614809,-0.13174622132989
0.362847640079652,-0.337755935263507,-0.830597981304061,-0.025215231780339,0.166666666666666,-0.027226555365321,-0.13174622132989
0.362847640079652,-0.337755935263507,-0.830597981304061,-0.025215231780339,0.166666666666666,-0.026877943209704,-0.13174622132989
0.362847640079652,-0.337755935263506,-0.488529208936211,-0.025215231780339,0.166666666666666,-0.027613851441538,-0.13174622132989
0.362847640079652,-0.337755935263507,-0.487143980485567,-0.025145420125859,0.166666666666666,-0.034182554046854,-0.131463464073208
0.339689715188172,0.011488780686601,-0.487143980485567,-0.028482610277033,0,-0.034196937676684,-0.131463464073208
0.343343294012304,-0.337755935263506,-0.830597981304061,-0.028482610277033,0,-0.04227657591015,-0.296048121342682
0.343343294012304,-0.339898196782749,-0.830597981304061,-0.028482610277033,0.166666666666666,-0.034338531978434,-0.296048121342682
0.361077407832134,-0.339898196782749,-0.482523482113521,-0.028624463215012,0,-0.03418336728257,-0.296048121342682
0.364298158728339,-0.339898196782749,-0.482523482113521,-0.028421961940433,0.166666666666666,-0.034050712975096,-0.296048121342682
0.358487952049255,-0.33648800628312,-0.482523482113521,-0.027534816672955,0,-0.033125169635312,-0.133550040855681
0.106554847597912,-0.331852138367766,-0.482523482113521,-0.027534816672955,0,-0.033152323960329,-0.133550040855681
0.081909009732976,-0.331852138367766,-0.482523482113521,-0.032545668823772,0,-0.035741200153979,-0.133550040855681
0.081909009732976,-0.318570303788917,-0.482523482113521,-0.032545668823772,0,-0.039591372852405,-0.137427415851987
0.089305197579447,-0.318570303788917,-0.482523482113521,-0.033362566743691,0,-0.030845833299323,-0.137427415851987
0.147785027735691,-0.318570303788917,-0.482523482113521,-0.033362566743691,0,-0.039992603009734,-0.136184536580044
0.115118709682172,-0.318570303788917,-0.482523482113521,-0.028824279607423,0,-0.041860287377895,-0.136184536580044
0.115118709682172,-0.318570303788917,-0.482523482113521,-0.02937073311052,0,-0.034510293390569,-0.132478168781778
0.093448235514118,-0.318570303788917,-0.482523482113521,-0.02937073311052,0,-0.035165910420581,-0.128023595666044
0.093448235514118,-0.326743411554416,-0.482523482113521,-0.02937073311052,0,-0.035104748258359,-0.128023595666044
0.092329154629152,-0.328117035903966,-0.482523482113521,-0.02937073311052,0,-0.03538248079854,-0.136180079097353
-0.066579662489807,-0.328117035903966,-0.479166913478025,-0.027031312243914,0,-0.026626826446305,-0.136180079097353
100,-0.328117035903966,-0.479166913478025,-0.027031312243914,0,-0.026505516107042,-0.136180079097353
100,-0.328117035903966,-0.479166913478025,-0.027031312243914,0,-0.030616108506536,-0.136180079097353
100,-0.328117035903966,-0.479166913478025,-0.027031312243914,0,-0.032714682729083,-0.296048121342682
100,-0.328117035903966,-0.479166913478025,-0.027031312243914,0,-0.049982748455083,-0.296048121342682
